state,county,geoid,address_count,total_rows,ll_uuid,a_id,a_address,a_saddno,a_saddpref,a_saddstr,a_saddsttyp,a_saddstsuf,a_sunit,a_szip5,a_szip,a_carte,a_crtype,a_scity,a_state2,a_county,a_delvseqno,a_usps_elotseq,a_usps_elotsort,a_resbus,a_pmbdesc,a_pmbno,a_dpv_confirm,a_dpv_footnotes,a_default_match,a_lacsflag,a_usps_vacancy,a_nostats,a_error_code,a_extrainfo,a_dpv_type,a_geocodetype,a_moddate,a_census_blockgroup,a_lat,a_lon,a_geoid
NE,Valley,31175,"3,261","3,335",72%,100%,100%,100%,28%,100%,70%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Washington,31177,"12,000","12,060",79%,100%,100%,100%,22%,100%,64%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Wayne,31179,"5,265","5,315",78%,100%,100%,100%,22%,100%,80%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Webster,31181,"3,064","3,092",62%,100%,100%,100%,42%,100%,48%,1%,4%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NE,Wheeler,31183,725,729,56%,100%,100%,100%,1%,100%,51%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,84%,84%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NE,York,31185,"9,148","9,243",76%,100%,100%,100%,44%,100%,64%,2%,12%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NV,Churchill,32001,"18,249","18,278",66%,100%,100%,100%,22%,100%,80%,0%,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,95%,100%,92%,100%,100%,100%
NV,Clark,32003,"1,089,583","1,146,751",90%,100%,100%,100%,22%,100%,93%,1%,34%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
NV,Douglas,32005,"42,191","42,607",56%,100%,100%,100%,2%,100%,55%,2%,10%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NV,Elko,32007,"33,209","33,279",60%,100%,100%,100%,6%,100%,67%,0%,16%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,92%,100%,100%,100%
NV,Esmeralda,32009,"1,177","1,180",3%,100%,100%,100%,2%,100%,3%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,95%,100%,99%,100%,100%,100%
NV,Eureka,32011,"2,973","2,973",23%,100%,100%,100%,4%,100%,24%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,100%,99%,100%,100%,100%
NV,Humboldt,32013,"14,310","14,334",57%,100%,100%,100%,15%,100%,61%,1%,11%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,76%,100%,100%,100%
NV,Lander,32015,"3,990","3,998",70%,100%,100%,100%,31%,100%,77%,4%,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,100%,100%,100%,100%
NV,Lincoln,32017,"4,490","4,509",29%,100%,100%,100%,1%,100%,28%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,73%,73%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,100%,100%,100%,100%
NV,Lyon,32019,"41,919","41,981",69%,100%,100%,100%,6%,100%,71%,2%,12%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NV,Mineral,32021,"4,711","4,739",32%,100%,100%,100%,3%,100%,36%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,75%,75%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NV,Nye,32023,"39,801","39,880",68%,100%,100%,100%,29%,100%,68%,1%,11%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,99%,100%,100%,100%
NV,Pershing,32027,"4,085","4,115",50%,100%,100%,100%,3%,100%,53%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NV,Storey,32029,"2,999","3,003",66%,100%,100%,100%,8%,100%,56%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NV,Washoe,32031,"284,634","284,812",84%,100%,100%,100%,9%,100%,87%,0%,31%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
NV,White Pine,32033,"8,532","8,558",44%,100%,100%,100%,11%,100%,38%,6%,5%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,76%,100%,100%,100%
NV,Carson City,32510,"36,679","36,690",66%,100%,100%,100%,19%,100%,78%,1%,24%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
NH,Belknap,33001,"48,854","50,461",65%,100%,100%,100%,2%,100%,72%,1%,14%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NH,Carroll,33003,"46,141","47,622",52%,100%,100%,100%,3%,100%,54%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NH,Cheshire,33005,"49,658","50,097",62%,100%,100%,100%,3%,100%,67%,1%,13%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NH,Coos,33007,"22,850","23,240",70%,100%,100%,100%,2%,100%,75%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NH,Grafton,33009,"71,035","72,770",56%,100%,100%,100%,3%,100%,61%,0%,13%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NH,Hillsborough,33011,"205,720","207,230",75%,100%,100%,100%,3%,100%,88%,0%,24%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
NH,Merrimack,33013,"81,919","82,841",72%,100%,100%,100%,5%,100%,79%,1%,17%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
NH,Rockingham,33015,"183,614","186,841",71%,100%,100%,100%,2%,100%,77%,0%,16%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NH,Strafford,33017,"80,490","81,159",62%,100%,100%,100%,1%,100%,85%,0%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
NH,Sullivan,33019,"29,615","29,984",60%,100%,100%,100%,2%,100%,64%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Atlantic,34001,"158,543","159,332",78%,100%,100%,100%,24%,100%,85%,2%,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
NJ,Bergen,34003,"417,048","419,766",87%,100%,100%,100%,6%,100%,89%,1%,26%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NJ,Burlington,34005,"221,116","234,235",81%,100%,100%,100%,8%,100%,86%,2%,11%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Camden,34007,"244,397","245,099",88%,100%,100%,100%,14%,100%,89%,2%,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NJ,Cape May,34009,"106,530","117,561",79%,100%,100%,100%,17%,100%,83%,4%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Cumberland,34011,"72,353","73,971",82%,100%,100%,100%,30%,100%,86%,2%,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Essex,34013,"386,714","387,942",85%,100%,100%,100%,10%,100%,90%,1%,47%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NJ,Gloucester,34015,"142,352","147,080",87%,100%,100%,100%,9%,100%,89%,1%,10%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NJ,Hudson,34017,"282,540","287,127",88%,100%,100%,100%,4%,100%,87%,4%,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NJ,Hunterdon,34019,"68,552","68,914",76%,100%,100%,100%,3%,100%,75%,1%,7%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Mercer,34021,"174,916","184,943",84%,100%,100%,100%,8%,100%,88%,2%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
NJ,Middlesex,34023,"425,646","426,646",77%,100%,100%,100%,3%,100%,91%,1%,17%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,97%,100%,88%,100%,100%,100%
NJ,Monmouth,34025,"320,039","322,122",84%,100%,100%,100%,3%,100%,85%,1%,18%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Morris,34027,"246,053","247,742",84%,100%,100%,100%,5%,100%,85%,1%,19%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,98%,100%,100%,100%
NJ,Ocean,34029,"330,863","393,159",89%,100%,100%,100%,7%,100%,91%,2%,7%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NJ,Passaic,34031,"192,547","193,545",82%,100%,100%,100%,6%,100%,88%,1%,29%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
NJ,Salem,34033,"37,783","37,992",72%,100%,100%,100%,13%,100%,73%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Somerset,34035,"162,102","162,454",84%,100%,100%,100%,6%,100%,85%,1%,17%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Sussex,34037,"83,084","84,057",76%,100%,100%,100%,4%,100%,73%,2%,8%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NJ,Union,34039,"250,245","251,092",85%,100%,100%,100%,13%,100%,90%,1%,33%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
NJ,Warren,34041,"56,337","56,821",83%,100%,100%,100%,6%,100%,82%,2%,9%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NM,Bernalillo,35001,"371,746","374,508",87%,100%,100%,100%,0%,100%,85%,86%,28%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
NM,Catron,35003,"3,949","4,049",23%,100%,100%,100%,1%,100%,22%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NM,Chaves,35005,"36,735","36,976",78%,100%,100%,100%,51%,100%,81%,0%,13%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NM,Cibola,35006,"18,789","19,174",39%,100%,100%,100%,6%,100%,51%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,78%,78%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,82%,100%,100%,100%
NM,Colfax,35007,"12,700","13,155",51%,100%,100%,100%,15%,100%,56%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,81%,81%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
NM,Curry,35009,"32,084","32,305",70%,100%,100%,100%,29%,100%,76%,1%,20%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,95%,100%,94%,100%,100%,100%
NM,De Baca,35011,"1,834","1,853",36%,100%,100%,100%,15%,100%,35%,1%,0%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,99%,100%,100%,100%
NM,Doña Ana,35013,"129,404","129,937",72%,100%,100%,100%,13%,100%,71%,0%,18%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
NM,Eddy,35015,"34,648","38,799",80%,100%,100%,100%,47%,100%,85%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
NM,Grant,35017,"23,561","29,064",63%,100%,100%,100%,31%,100%,63%,2%,5%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,89%,100%,100%,100%
NM,Guadalupe,35019,"3,711","3,784",45%,100%,100%,100%,23%,100%,55%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,87%,87%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,92%,100%,100%,100%
NM,Harding,35021,"1,108","1,115",31%,100%,100%,100%,5%,100%,43%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,77%,77%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
NM,Hidalgo,35023,"3,805","3,831",52%,100%,100%,100%,20%,100%,59%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
NM,Lea,35025,"43,149","44,115",71%,100%,100%,100%,67%,100%,71%,1%,12%,100%,100%,100%,100%,100%,100%,100%,100%,88%,88%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
NM,Lincoln,35027,"34,846","35,459",46%,100%,100%,100%,2%,100%,43%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,88%,88%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,98%,100%,100%,100%
NM,Los Alamos,35028,"11,687","11,731",83%,100%,100%,100%,2%,100%,79%,1%,27%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NM,Luna,35029,"16,350","19,749",77%,100%,100%,100%,50%,100%,78%,28%,9%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
NM,McKinley,35031,"30,040","30,111",30%,100%,100%,100%,13%,100%,37%,0%,11%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,88%,100%,100%,100%
NM,Mora,35033,"7,081","7,081",1%,100%,100%,100%,0%,100%,11%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,69%,69%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,64%,100%,100%,100%
NM,Otero,35035,"45,537","45,725",73%,100%,100%,100%,4%,100%,68%,2%,14%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,100%,100%,100%,100%
NM,Quay,35037,"9,585","9,623",45%,100%,100%,100%,39%,100%,55%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,88%,88%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NM,Rio Arriba,35039,"27,070","27,268",25%,100%,100%,100%,4%,100%,17%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,82%,82%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,82%,100%,100%,100%
NM,Roosevelt,35041,"11,207","11,478",81%,100%,100%,100%,63%,100%,47%,3%,9%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,99%,100%,100%,100%
NM,Sandoval,35043,"79,238","80,114",73%,100%,100%,100%,2%,100%,71%,57%,7%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,92%,100%,100%,100%
NM,San Juan,35045,"69,756","70,478",62%,100%,100%,100%,20%,100%,42%,0%,12%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
NM,San Miguel,35047,"20,672","21,244",51%,100%,100%,100%,4%,100%,55%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
NM,Santa Fe,35049,"105,511","109,697",75%,100%,100%,100%,7%,100%,54%,1%,22%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,89%,100%,100%,100%
NM,Sierra,35051,"14,933","15,033",45%,100%,100%,100%,16%,100%,46%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,85%,85%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
NM,Socorro,35053,"12,093","12,895",44%,100%,100%,100%,4%,100%,46%,5%,7%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NM,Taos,35055,"25,281","26,122",39%,100%,100%,100%,2%,100%,33%,1%,11%,100%,100%,100%,100%,100%,100%,100%,100%,91%,91%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
NM,Torrance,35057,"11,917","12,119",36%,100%,100%,100%,2%,100%,35%,5%,1%,100%,100%,100%,100%,100%,100%,100%,100%,85%,85%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
NM,Union,35059,"3,776","3,780",52%,100%,100%,100%,9%,100%,66%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NM,Valencia,35061,"43,144","43,545",80%,100%,100%,100%,5%,100%,72%,20%,8%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NY,Albany,36001,"177,192","177,699",85%,100%,100%,100%,4%,100%,85%,1%,29%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
NY,Allegany,36003,"29,230","29,629",67%,100%,100%,100%,9%,100%,57%,1%,7%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NY,Bronx,36005,"523,031","523,137",93%,100%,100%,100%,18%,100%,94%,3%,82%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NY,Broome,36007,"108,646","109,026",86%,100%,100%,100%,5%,100%,85%,1%,26%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
NY,Cattaraugus,36009,"53,447","54,018",66%,100%,100%,100%,14%,100%,65%,1%,9%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NY,Cayuga,36011,"47,253","47,455",77%,100%,100%,100%,7%,100%,73%,1%,12%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NY,Chautauqua,36013,"86,342","87,386",76%,100%,100%,100%,14%,100%,77%,1%,17%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NY,Chemung,36015,"48,860","49,209",86%,100%,100%,100%,16%,100%,86%,1%,19%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
NY,Chenango,36017,"32,355","32,580",72%,100%,100%,100%,7%,100%,55%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NY,Clinton,36019,"50,743","50,816",74%,100%,100%,100%,2%,100%,68%,0%,14%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NY,Columbia,36021,"45,686","46,491",66%,100%,100%,100%,3%,100%,53%,0%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NY,Cortland,36023,"28,380","28,497",72%,100%,100%,100%,7%,100%,71%,0%,18%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
NY,Delaware,36025,"37,240","37,417",63%,100%,100%,100%,3%,100%,54%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NY,Dutchess,36027,"158,455","158,681",81%,100%,100%,100%,6%,100%,79%,1%,21%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
NY,Erie,36029,"491,010","492,190",89%,100%,100%,100%,5%,100%,93%,1%,27%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NY,Essex,36031,"32,018","32,167",60%,100%,100%,100%,0%,100%,56%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
NY,Franklin,36033,"32,735","33,660",69%,100%,100%,100%,2%,100%,53%,0%,13%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
