geoid,state,county,city,path,last_refresh,parcels_total,parcels_in_zone,zones_total,distinct_municipalities,last_date_modified,ogc_fid_pct,zoning_id_pct,municipality_id_pct,municipality_name_pct,zoning_pct,zoning_description_pct,zoning_type_pct,zoning_subtype_pct,zoning_guide_pct,zoning_code_link_pct,permitted_land_uses_pct,land_use_flags_permitted_pct,land_use_flags_conditional_pct,min_lot_area_sq_ft_pct,min_lot_width_ft_pct,max_building_height_ft_pct,max_far_pct,max_coverage_pct_pct,min_front_setback_ft_pct,min_rear_setback_ft_pct,max_impervious_coverage_pct_pct,min_side_setback_ft_pct,min_landscaped_space_pct_pct,min_open_space_pct_pct,max_density_du_per_acre_pct,zoning_data_date_pct,path_pct,centroid_pct
29089,MO,Howard,,/us/mo/howard,2025-05-13,"9,018",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29091,MO,Howell,,/us/mo/howell,2025-04-15,"22,267","5,516",80,1,2024-05-31,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29093,MO,Iron,,/us/mo/iron,2024-08-26,"11,558",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29095,MO,Jackson,,/us/mo/jackson,2025-02-04,"311,908","295,830","6,604",15,2025-04-29,100%,100%,100%,100%,100%,100%,100%,100%,27%,100%,99%,95%,82%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29097,MO,Jasper,,/us/mo/jasper,2025-10-28,"62,104","32,669","5,448",3,2024-06-04,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29099,MO,Jefferson,,/us/mo/jefferson,2025-02-04,"105,817","92,537","5,129",5,2024-06-04,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,85%,79%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29101,MO,Johnson,,/us/mo/johnson,2024-05-08,"27,386","6,394",74,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,39%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29103,MO,Knox,,/us/mo/knox,2025-09-16,"6,083",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29105,MO,Laclede,,/us/mo/laclede,2025-04-15,"21,630","6,885",107,1,2024-11-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,93%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29107,MO,Lafayette,,/us/mo/lafayette,2025-04-15,"22,859","2,164",36,2,2024-05-28,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,17%,17%,14%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29109,MO,Lawrence,,/us/mo/lawrence,2025-04-15,"21,621","6,845",918,3,2024-11-01,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,97%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29111,MO,Lewis,,/us/mo/lewis,2024-12-03,"8,917",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29113,MO,Lincoln,,/us/mo/lincoln,2025-04-29,"32,421","5,587",142,2,2024-10-28,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,98%,39%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29115,MO,Linn,,/us/mo/linn,2024-07-30,"11,046",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29117,MO,Livingston,,/us/mo/livingston,2025-04-29,"10,792",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29119,MO,McDonald,,/us/mo/mcdonald,2025-04-29,"16,671",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29121,MO,Macon,,/us/mo/macon,2024-05-08,"13,619",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29123,MO,Madison,,/us/mo/madison,2025-11-11,"11,661",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29125,MO,Maries,,/us/mo/maries,2025-04-29,"8,262",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29127,MO,Marion,,/us/mo/marion,2025-04-15,"18,080",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29129,MO,Mercer,,/us/mo/mercer,2025-09-16,"5,870",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29131,MO,Miller,,/us/mo/miller,2025-04-15,"21,623","2,632",49,2,2024-05-27,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,90%,16%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29133,MO,Mississippi,,/us/mo/mississippi,2024-01-17,"9,381","2,168",52,1,2024-11-04,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,65%,65%,23%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29135,MO,Moniteau,,/us/mo/moniteau,2025-06-24,"10,225",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29137,MO,Monroe,,/us/mo/monroe,2025-09-16,"9,859",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29139,MO,Montgomery,,/us/mo/montgomery,2025-03-18,"11,175",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29141,MO,Morgan,,/us/mo/morgan,2025-05-28,"29,226","13,351",47,2,2024-12-26,100%,100%,100%,100%,100%,100%,100%,100%,13%,100%,87%,74%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29143,MO,New Madrid,,/us/mo/new-madrid,2023-10-13,"14,789",807,17,1,2024-05-21,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,88%,88%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29145,MO,Newton,,/us/mo/newton,2025-04-15,"32,156","3,213",446,1,2024-05-27,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29147,MO,Nodaway,,/us/mo/nodaway,2024-11-19,"15,155","3,862",71,1,2024-05-16,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,99%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29149,MO,Oregon,,/us/mo/oregon,2024-10-10,"10,475",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29151,MO,Osage,,/us/mo/osage,2025-04-29,"11,562",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29153,MO,Ozark,,/us/mo/ozark,2025-05-13,"12,206",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29155,MO,Pemiscot,,/us/mo/pemiscot,2023-11-21,"16,230",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29157,MO,Perry,,/us/mo/perry,2024-12-03,"14,154","3,659",467,1,2024-02-02,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,48%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29159,MO,Pettis,,/us/mo/pettis,2024-11-19,"25,145","10,769",233,1,2024-05-14,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29161,MO,Phelps,,/us/mo/phelps,2025-04-15,"21,815","6,725",288,1,2024-09-12,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,77%,61%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29163,MO,Pike,,/us/mo/pike,2024-12-03,"13,728",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29165,MO,Platte,,/us/mo/platte,2024-01-30,"44,856","22,317",386,3,2025-04-29,100%,100%,100%,100%,100%,100%,100%,100%,59%,100%,98%,95%,84%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29167,MO,Polk,,/us/mo/polk,2025-04-15,"19,504",389,22,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,36%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29169,MO,Pulaski,,/us/mo/pulaski,2025-04-15,"19,926",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29171,MO,Putnam,,/us/mo/putnam,2024-12-03,"7,629",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29173,MO,Ralls,,/us/mo/ralls,2025-11-11,"9,408",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29175,MO,Randolph,,/us/mo/randolph,2024-12-03,"15,747","6,447",98,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,41%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29177,MO,Ray,,/us/mo/ray,2025-04-29,"16,187","2,957",120,2,2024-05-14,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29179,MO,Reynolds,,/us/mo/reynolds,2025-04-29,"12,745",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29181,MO,Ripley,,/us/mo/ripley,2025-05-13,"11,116",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29183,MO,St. Charles,,/us/mo/st-charles,2025-09-03,"170,735","111,109","5,153",6,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,94%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29185,MO,St. Clair,,/us/mo/st-clair,2025-06-24,"10,951",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29186,MO,Ste. Genevieve,,/us/mo/ste-genevieve,2024-10-10,"17,903",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29187,MO,St. Francois,,/us/mo/st-francois,2025-11-11,"40,411","1,977",31,1,2024-10-28,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29189,MO,St. Louis,,/us/mo/st-louis-county,2025-10-15,"401,354","370,961","16,057",49,2024-06-20,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,97%,88%,48%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29195,MO,Saline,,/us/mo/saline,2025-04-29,"16,044","5,296",94,1,2024-11-08,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,74%,61%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29197,MO,Schuyler,,/us/mo/schuyler,2025-09-16,"4,336",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29199,MO,Scotland,,/us/mo/scotland,2024-12-03,"5,767",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29201,MO,Scott,,/us/mo/scott,2025-04-15,"23,092","6,886",100,2,2024-06-07,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,87%,87%,51%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29203,MO,Shannon,,/us/mo/shannon,2025-07-08,"10,444",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29205,MO,Shelby,,/us/mo/shelby,2024-12-03,"6,701",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29207,MO,Stoddard,,/us/mo/stoddard,2024-12-03,"19,713",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29209,MO,Stone,,/us/mo/stone,2025-04-15,"36,462","1,965",58,1,2024-10-25,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,59%,59%,26%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29211,MO,Sullivan,,/us/mo/sullivan,2024-11-05,"7,720",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29213,MO,Taney,,/us/mo/taney,2025-04-15,"48,847","12,785",762,2,2024-05-27,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,88%,78%,75%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29215,MO,Texas,,/us/mo/texas,2025-05-28,"21,240",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29217,MO,Vernon,,/us/mo/vernon,2025-04-29,"15,132","4,148",794,1,2024-11-04,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,98%,98%,35%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29219,MO,Warren,,/us/mo/warren,2025-05-28,"26,771","6,012",156,2,2024-11-01,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,97%,85%,51%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29221,MO,Washington,,/us/mo/washington,2024-11-05,"26,731",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29223,MO,Wayne,,/us/mo/wayne,2025-11-11,"14,631",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29225,MO,Webster,,/us/mo/webster,2025-04-15,"22,671","3,261",81,2,2024-11-01,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,98%,48%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
29227,MO,Worth,,/us/mo/worth,2025-04-29,"3,366",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29229,MO,Wright,,/us/mo/wright,2025-11-11,"14,534",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
29510,MO,St. Louis City,,/us/mo/st-louis,2025-02-04,"134,610","133,835","12,055",3,2024-06-04,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,95%,53%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30001,MT,Beaverhead,,/us/mt/beaverhead,2025-10-15,"16,098",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30003,MT,Big Horn,,/us/mt/big-horn,2025-10-15,"14,997",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30005,MT,Blaine,,/us/mt/blaine,2025-10-15,"12,991",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30007,MT,Broadwater,,/us/mt/broadwater,2025-10-15,"7,644",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30009,MT,Carbon,,/us/mt/carbon,2025-10-15,"14,962",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30011,MT,Carter,,/us/mt/carter,2025-10-15,"8,017",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30013,MT,Cascade,,/us/mt/cascade,2025-10-15,"44,217","22,843",522,1,2024-04-19,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,99%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30015,MT,Chouteau,,/us/mt/chouteau,2025-10-15,"14,269",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30017,MT,Custer,,/us/mt/custer,2025-10-15,"11,976","3,972",90,1,2024-11-01,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,78%,62%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30019,MT,Daniels,,/us/mt/daniels,2025-10-15,"5,824",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30021,MT,Dawson,,/us/mt/dawson,2025-10-15,"9,056",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30023,MT,Deer Lodge,,/us/mt/deer-lodge,2025-10-15,"7,690",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30025,MT,Fallon,,/us/mt/fallon,2025-10-15,"4,731",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30027,MT,Fergus,,/us/mt/fergus,2025-10-15,"20,831",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30029,MT,Flathead,,/us/mt/flathead,2025-10-15,"83,454","48,818","1,076",2,2024-12-13,100%,100%,100%,100%,100%,100%,100%,100%,77%,100%,99%,97%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30031,MT,Gallatin,,/us/mt/gallatin,2025-10-15,"53,199","16,005",588,2,2024-11-04,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,97%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30033,MT,Garfield,,/us/mt/garfield,2025-10-15,"9,275",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30035,MT,Glacier,,/us/mt/glacier,2025-10-15,"13,221",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30037,MT,Golden Valley,,/us/mt/golden-valley,2025-10-15,"2,601",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30039,MT,Granite,,/us/mt/granite,2025-10-15,"7,656",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30041,MT,Hill,,/us/mt/hill,2025-10-15,"14,303",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30043,MT,Jefferson,,/us/mt/jefferson,2025-10-15,"13,226",625,14,1,2024-10-29,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,86%,86%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30045,MT,Judith Basin,,/us/mt/judith-basin,2025-10-15,"7,277",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30047,MT,Lake,,/us/mt/lake,2025-10-15,"23,233",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30049,MT,Lewis and Clark,,/us/mt/lewis-and-clark,2025-10-15,"40,157","12,084",241,1,2024-11-04,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,98%,78%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30051,MT,Liberty,,/us/mt/liberty,2025-10-15,"4,788",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30053,MT,Lincoln,,/us/mt/lincoln,2025-10-15,"23,066",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30055,MT,McCone,,/us/mt/mccone,2025-10-15,"6,744",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30057,MT,Madison,,/us/mt/madison,2025-10-15,"19,210",865,17,1,2024-11-01,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,65%,65%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30059,MT,Meagher,,/us/mt/meagher,2025-10-15,"6,121",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30061,MT,Mineral,,/us/mt/mineral,2025-10-15,"5,743",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30063,MT,Missoula,,/us/mt/missoula,2025-10-15,"54,325","26,905",754,1,2023-05-18,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,90%,84%,64%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
30065,MT,Musselshell,,/us/mt/musselshell,2025-10-15,"8,045",0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
30067,MT,Park,,/us/mt/park,2025-10-15,"15,795","4,171",574,1,2024-10-29,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,96%,33%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
